일자,확진자수,후암동,용산2가동,남영동,청파동,원효로제1동,원효로제2동,효창동,용문동,한강로동,이촌제1동,이촌제2동,이태원제1동,이태원제2동,한남동,서빙고동,보광동,데이터 관리부서,데이터관리 부서 전화번호
2021-07-17,19,,3,1,,,,,,2,3,1,1,,3,2,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-18,13,1,3,1,,,,2,,,,,1,,2,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-19,12,,,,,1,,,1,1,2,,,,,4,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-20,26,6,2,,1,1,,1,,1,4,,1,2,4,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-21,15,2,1,,,1,,,1,,3,,3,,2,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-22,19,1,1,2,,4,,1,1,1,2,,2,,1,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-23,16,,2,,1,1,,1,,1,1,3,1,,2,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-24,11,,,,1,,1,,,,3,,2,1,2,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-25,7,,1,,,1,,,2,2,,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-26,14,1,5,,2,1,,,,2,,,1,,,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-27,14,,2,,5,,,,,2,1,,2,1,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-28,6,,,,,,1,,2,,1,2,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-29,14,,,,3,,,1,3,2,1,,,2,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-30,9,,,,,,,,2,1,,,1,2,,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-07-31,18,1,,1,1,3,2,,2,1,,,1,2,2,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-01,16,1,,,1,1,2,1,,5,,1,1,1,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-02,10,,,1,1,,1,1,1,,1,,1,3,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-03,25,,1,,,2,4,3,5,2,,,1,2,3,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-04,28,,1,,1,,,5,12,1,1,,1,1,2,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-05,22,,,,,1,,3,6,1,3,,2,3,1,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-06,16,,1,,1,,3,1,5,2,1,,1,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-07,7,,2,,,,,,1,,,,2,,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-08,10,,,,1,,,1,,1,2,,3,1,,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-09,12,,1,,2,,,2,2,1,1,1,,,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-10,26,,1,1,3,,1,1,3,3,1,1,5,,4,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-11,24,,1,,1,1,1,3,3,2,2,1,,,5,2,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-12,16,1,1,,,2,2,1,4,,,,,,2,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-13,15,1,,1,1,,1,,,2,3,1,1,,4,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-14,10,,2,,1,,,,,,2,,2,,,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-15,12,1,2,,2,,2,1,1,1,1,1,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-16,9,,,,2,1,,,,1,,1,,,2,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-17,15,1,3,,3,,,1,,2,1,,,1,3,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-18,16,,1,1,3,,,1,,3,1,1,2,2,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-19,9,1,,,1,,,,1,,2,1,,,2,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-20,15,,1,,2,2,,1,1,,1,,3,,2,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-21,15,,2,1,1,,1,,,1,2,1,2,2,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-22,9,2,1,1,,,,,,2,,,1,,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-23,8,,2,,,,,,1,,,,,1,3,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-24,14,1,2,1,1,2,1,,,,1,,,3,,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-25,7,,1,,,,,,1,1,,1,1,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-26,15,,2,1,1,,,1,,,1,,,2,5,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-27,11,,1,,,,,,,2,,,4,1,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-28,9,,1,,,,,,,1,,,,2,3,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-29,9,,1,2,2,1,,,,,,,,,2,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-30,12,,1,,1,1,,,1,,,,2,2,3,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-08-31,12,,,2,1,1,1,1,,2,1,,1,1,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-01,8,1,,,,,,,,,1,,3,1,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-02,11,1,,,,,,1,,,,3,1,1,3,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-03,12,,2,,,,,1,1,3,1,1,,1,,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-04,9,2,,,,,,,1,1,1,,1,,2,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-05,4,,,1,,1,,2,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-06,8,,,,2,1,,,,1,,,,1,3,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-07,17,3,2,,2,1,,1,,1,,,1,1,4,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-08,14,5,,,,1,,1,,1,,,3,,3,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-09,15,1,,,,1,,4,,,,1,4,2,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-10,12,1,,1,3,,1,2,1,,,,2,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-11,17,1,1,,2,,1,,,5,1,,,,2,2,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-12,11,4,,,,,,,,3,1,1,,,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-13,11,1,,,,,,,,1,3,,2,2,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-14,13,2,,1,1,1,,,1,,,2,1,1,2,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-15,7,,1,1,,,,,3,,,1,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-16,6,,,,,,,,,1,,,,,3,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-17,9,,2,1,,,,,2,,,,1,1,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-18,14,,3,,2,,,,3,1,2,1,,,,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-19,8,,,,1,2,,,1,,,1,,,1,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-20,15,1,,1,2,1,2,1,,,1,1,,,1,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-21,9,1,,,2,,1,,,,1,,,,1,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-22,9,1,1,,2,1,,,,,,,,1,1,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-23,12,1,1,1,2,,,,1,,1,1,1,,1,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-24,23,1,2,2,4,,,,3,,1,,5,1,1,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-25,30,3,,1,6,3,,,2,1,1,2,3,2,,1,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-26,11,,1,1,,,1,,1,,,1,2,,1,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-27,27,,6,2,2,3,,,,1,2,1,1,2,1,1,6, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-28,25,,4,1,2,,,,2,1,,2,2,3,5,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-29,29,3,3,,3,3,1,,1,2,2,2,,1,4,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-09-30,13,2,1,2,,1,,,,2,,,,2,1,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-01,22,,1,2,2,,,,,2,,2,2,3,3,,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-02,18,1,,1,2,,,2,1,1,,,,1,1,2,6, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-03,16,4,1,,3,1,,,,1,,,,3,2,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-04,9,,,,2,,,,,1,,,,1,2,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-05,11,,2,,1,1,,,,,,,2,1,1,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-06,14,,2,1,,1,1,,,,2,2,,,1,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-07,13,,4,,,1,,,,,1,1,,2,2,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-08,23,2,3,,2,,1,,,3,,,,4,4,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-09,27,,2,,3,,1,1,,1,,3,1,1,9,,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-10,11,1,1,,1,1,,,,,,,1,4,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-11,23,2,,1,2,1,1,,,1,3,1,1,2,,,8, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-12,19,1,1,1,3,,,,,,,1,1,2,5,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-13,17,3,5,,1,,1,,,,1,1,1,1,3,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-14,21,3,3,,,2,,1,1,,1,,2,4,1,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-15,9,1,,,,,,1,1,1,,,3,,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-16,18,,1,,2,,3,,2,,,1,,,5,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-17,8,,1,1,1,,,,1,2,1,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-18,9,1,,2,1,,,,,,1,1,,1,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-19,8,1,,,,1,,,,,,,,,2,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-20,6,1,1,,,1,1,,,,,,,,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-21,9,2,,,1,2,,,,2,,,,1,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-22,12,,,1,3,,,,1,1,,,,2,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-23,15,1,1,,3,,,,1,,,2,,,5,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-24,2,,,,2,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-25,4,,,,,,,,,1,,,,,1,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-26,19,1,,,1,4,,2,,,2,,,3,3,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-27,10,,,,,,,1,,,1,,,1,4,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-28,12,1,,1,1,1,,,2,2,,,,,1,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-29,9,1,,,1,,1,,1,,1,,,2,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-30,15,2,1,,3,1,,,1,,,,1,2,,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-10-31,10,1,1,,2,,2,,,2,,,1,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-01,10,1,,2,,,,,1,,3,,1,,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-02,16,4,,,1,4,1,,,2,2,,,,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-03,17,1,1,1,1,1,1,,,,1,,,3,2,,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-04,20,2,2,1,3,1,,,,2,1,1,1,2,4,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-05,16,,4,,,,,,3,3,,,,,4,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-06,12,,3,,,2,,1,,1,1,1,2,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-07,10,1,,1,2,,,1,,1,1,1,,1,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-08,9,1,,,,1,1,,,1,,2,1,,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-09,18,1,2,,3,1,1,,,6,1,2,,,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-10,16,1,1,1,,,1,,1,3,1,1,2,,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-11,20,3,1,,1,4,,1,,,2,,,,3,,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-12,12,,1,1,2,1,1,,,,,2,,1,1,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-13,8,2,1,,1,1,,,,,,,,1,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-14,18,1,,5,,2,,,,2,2,,,2,,2,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-15,9,2,,,1,1,,,,,2,,,1,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-16,21,1,1,1,2,1,,,1,4,5,2,1,,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-17,19,,2,1,2,,1,1,,3,1,3,,,2,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-18,20,,,3,3,2,,1,,4,,,,,2,1,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-19,25,,3,1,1,,2,3,1,5,,,1,1,1,2,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-20,28,4,,,5,1,1,,,6,1,2,2,,2,2,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-21,20,1,,,,1,1,2,,4,2,2,2,1,3,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-22,8,,,2,,1,,,,3,1,,,2,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-23,32,4,,6,3,1,,2,1,2,1,3,2,1,1,2,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-24,33,4,2,2,3,2,1,,1,4,2,1,1,2,1,5,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-25,42,2,1,3,4,4,3,2,,3,2,,1,4,4,2,7, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-26,57,2,1,3,7,5,4,,,3,6,1,4,2,5,6,8, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-27,30,2,1,1,2,2,2,,1,4,3,,2,,2,1,7, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-28,32,,3,3,4,,1,,1,10,3,,2,1,2,4,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-29,36,1,2,3,2,2,2,1,,3,5,,2,1,1,4,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-11-30,76,7,3,18,10,7,2,,2,4,4,,2,3,9,2,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-01,47,1,1,12,6,4,4,2,1,7,1,2,1,4,1,4,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-02,52,8,4,6,4,3,5,,,3,2,2,3,4,4,2,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-03,46,5,4,1,5,1,1,2,2,4,3,3,1,5,7,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-04,48,10,1,4,7,5,3,1,,2,4,,3,,6,2,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-05,25,3,1,2,3,,,1,,5,3,,,,2,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-06,37,4,1,6,2,3,4,4,1,2,2,,3,2,2,2,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-07,54,3,1,7,7,1,6,6,3,6,2,2,1,1,5,1,6, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-08,66,9,4,9,5,3,4,,10,4,3,2,,,6,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-09,35,,2,2,8,2,4,1,,7,3,2,1,,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-10,54,9,2,6,2,4,2,3,,4,1,1,3,7,6,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-11,49,4,7,7,3,2,4,3,3,8,4,2,,2,3,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-12,57,7,5,5,3,6,6,2,3,3,4,1,2,2,4,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-13,40,2,1,,3,1,2,2,3,4,,4,1,3,5,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-14,52,6,3,2,3,2,7,5,,7,1,2,5,3,5,,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-15,57,6,3,7,4,4,,3,2,6,5,4,,1,7,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-16,47,4,2,3,4,3,4,4,4,3,4,1,1,2,5,4,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-17,63,2,4,2,6,1,6,3,3,3,6,7,3,3,5,1,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-18,56,7,2,1,3,3,4,2,2,4,6,2,3,7,4,1,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-19,31,3,,,3,1,3,4,,1,1,4,2,1,1,5,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-20,37,8,2,5,2,,,1,2,3,7,1,,,4,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-21,72,2,3,5,3,3,1,2,4,6,9,5,5,3,9,4,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-22,54,3,5,10,6,2,1,1,2,3,5,2,2,1,5,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-23,50,,1,2,16,4,1,2,2,2,7,1,1,3,4,3,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-24,37,2,,5,4,2,1,1,2,1,3,3,3,2,7,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-25,32,4,2,1,4,2,1,,3,3,2,,,,8,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-26,22,1,,,,,2,,3,4,7,,,,1,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-27,24,4,1,,1,1,1,,1,1,3,,2,1,4,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-28,38,1,1,,6,1,2,,,1,4,1,3,1,10,4,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-29,33,2,3,3,,,1,2,5,3,4,,2,2,4,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-30,30,1,2,2,4,2,1,2,1,1,3,,2,1,4,2,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-12-31,38,1,4,3,1,3,,4,,2,5,4,2,,5,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-01,33,2,1,4,1,1,2,,1,4,3,1,1,1,3,5,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-02,18,1,1,1,,3,2,,,1,2,2,2,,2,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-03,22,3,1,2,4,1,,,2,1,1,,1,,4,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-04,37,5,,10,6,,,,1,,1,,1,1,4,4,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-05,29,,1,,,4,,,1,4,1,1,3,2,6,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-06,35,1,2,4,1,4,3,,,3,2,,2,,6,4,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-07,26,,2,3,,2,2,1,,1,5,1,2,,3,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-08,31,,,,3,4,,1,1,3,3,,2,1,8,2,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-09,22,,1,1,2,2,1,,,4,2,2,,,5,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-10,21,,1,1,,1,1,,,,3,1,,2,8,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-11,42,2,,,5,6,4,,4,6,2,,4,2,3,4,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-12,27,1,2,1,2,1,2,1,1,3,1,,2,2,3,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-13,31,,1,4,3,2,,,,6,2,,2,2,4,2,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-14,34,2,6,,1,2,,,,3,,3,1,1,5,4,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-15,28,3,,1,5,2,,,1,4,,2,,1,8,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-16,32,,2,1,3,2,,,,6,,1,3,2,1,4,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-17,23,,,1,7,2,1,1,,6,,1,2,,3,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-18,43,3,,2,4,5,1,,2,2,1,,6,,9,4,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-19,37,2,2,2,6,1,2,4,,5,2,,1,2,5,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-20,37,3,1,2,7,,1,2,1,7,,1,4,,4,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-21,42,2,1,2,4,1,4,1,1,5,3,1,2,2,2,3,8, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-22,49,2,5,2,6,2,5,2,4,2,5,2,1,3,4,4,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-23,46,4,2,1,5,1,2,1,2,2,7,2,2,,3,10,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-24,37,2,1,1,2,2,3,,3,8,2,1,2,2,3,4,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-25,90,7,3,3,7,8,2,3,1,11,5,,7,3,14,14,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-26,87,1,5,2,8,6,3,4,5,10,9,2,5,5,12,7,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-27,95,9,4,1,6,6,4,2,2,12,11,4,1,5,17,6,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-28,119,3,2,2,11,9,8,6,2,16,14,3,3,9,18,9,7, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-29,124,8,7,2,10,8,9,11,13,8,10,4,5,7,7,8,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-30,121,7,3,2,8,18,9,11,4,8,21,3,3,1,16,2,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-01-31,94,3,2,3,5,4,3,6,5,9,16,2,5,5,11,11,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-01,148,5,6,6,16,5,9,7,5,27,18,2,4,4,18,8,8, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-02,163,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-03,206,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-04,194,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-05,188,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-06,174,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-07,153,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-08,251,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-09,251,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-10,241,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-11,220,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-12,287,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-13,237,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-14,202,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-15,439,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-16,424,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-17,428,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-18,440,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-19,431,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-20,485,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-21,303,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-22,764,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-23,604,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-24,579,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2022-02-25,641,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
